T (s)	Lin	Ang	X	Y	yaw	dx	dy	v	wz
71.3100	0.0000	0.0000	1.7500	0.5966	0.0000	0.0000	0.0000	0.0000	0.0000
71.3200	0.0000	0.0000	1.7500	0.5981	0.0000	0.0000	0.0000	0.0000	0.0000
71.3300	0.0000	0.0000	1.7500	0.5996	0.0000	0.0000	0.0000	0.0000	0.0000
71.3400	0.0000	0.0000	1.7500	0.6011	0.0000	0.0000	0.0000	0.0000	0.0000
71.3500	0.0000	0.0000	1.7500	0.6026	0.0000	0.0000	0.0000	0.0000	0.0000
71.3600	0.0000	0.0000	1.7500	0.6041	0.0000	0.0000	0.0000	0.0000	0.0000
71.3700	0.0000	0.0000	1.7500	0.6056	0.0000	0.0000	0.0000	0.0000	0.0000
71.3800	0.0000	0.0000	1.7500	0.6071	0.0000	0.0000	0.0000	0.0000	0.0000
71.3900	0.0000	0.0000	1.7500	0.6086	0.0000	0.0000	0.0000	0.0000	0.0000
71.4000	0.0000	0.0000	1.7500	0.6101	0.0000	0.0000	0.0000	0.0000	0.0000
71.4100	0.0000	0.0000	1.7500	0.6116	0.0000	0.0000	0.0000	0.0000	0.0000
71.4200	0.0000	0.0000	1.7500	0.6131	0.0000	0.0000	0.0000	0.0000	0.0000
71.4300	0.0000	0.0000	1.7500	0.6146	0.0000	0.0000	0.0000	0.0000	0.0000
71.4400	0.0000	0.0000	1.7500	0.6161	0.0000	0.0000	0.0000	0.0000	0.0000
71.4500	0.0000	0.0000	1.7500	0.6176	0.0000	0.0000	0.0000	0.0000	0.0000
71.4600	0.0000	0.0000	1.7500	0.6191	0.0000	0.0000	0.0000	0.0000	0.0000
71.4700	0.0000	0.0000	1.7500	0.6206	0.0000	0.0000	0.0000	0.0000	0.0000
71.4800	0.0000	0.0000	1.7500	0.6221	0.0000	0.0000	0.0000	0.0000	0.0000
71.4900	0.0000	0.0000	1.7500	0.6236	0.0000	0.0000	0.0000	0.0000	0.0000
71.5000	0.0000	0.0000	1.7500	0.6251	0.0000	0.0000	0.0000	0.0000	0.0000
71.5100	0.0000	0.0000	1.7500	0.6266	0.0000	0.0000	0.0000	0.0000	0.0000
71.5200	0.0000	0.0000	1.7500	0.6281	0.0000	0.0000	0.0000	0.0000	0.0000
71.5300	0.0000	0.0000	1.7500	0.6296	0.0000	0.0000	0.0000	0.0000	0.0000
71.5400	0.0000	0.0000	1.7500	0.6311	0.0000	0.0000	0.0000	0.0000	0.0000
71.5500	0.0000	0.0000	1.7500	0.6326	0.0000	0.0000	0.0000	0.0000	0.0000
71.5600	0.0000	0.0000	1.7500	0.6341	0.0000	0.0000	0.0000	0.0000	0.0000
71.5700	0.0000	0.0000	1.7500	0.6356	0.0000	0.0000	0.0000	0.0000	0.0000
71.5800	0.0000	0.0000	1.7500	0.6371	0.0000	0.0000	0.0000	0.0000	0.0000
71.5900	0.0000	0.0000	1.7500	0.6386	0.0000	0.0000	0.0000	0.0000	0.0000
71.6000	0.0000	0.0000	1.7500	0.6401	0.0000	0.0000	0.0000	0.0000	0.0000
71.6100	0.0000	0.0000	1.7500	0.6416	0.0000	0.0000	0.0000	0.0000	0.0000
71.6200	0.0000	0.0000	1.7500	0.6431	0.0000	0.0000	0.0000	0.0000	0.0000
71.6300	0.0000	0.0000	1.7500	0.6446	0.0000	0.0000	0.0000	0.0000	0.0000
71.6400	0.0000	0.0000	1.7500	0.6461	0.0000	0.0000	0.0000	0.0000	0.0000
71.6500	0.0000	0.0000	1.7500	0.6476	0.0000	0.0000	0.0000	0.0000	0.0000
71.6600	0.0000	0.0000	1.7500	0.6491	0.0000	0.0000	0.0000	0.0000	0.0000
71.6700	0.0000	0.0000	1.7500	0.6506	0.0000	0.0000	0.0000	0.0000	0.0000
71.6800	0.0000	0.0000	1.7500	0.6521	0.0000	0.0000	0.0000	0.0000	0.0000
71.6900	0.0000	0.0000	1.7500	0.6536	0.0000	0.0000	0.0000	0.0000	0.0000
71.7000	0.0000	0.0000	1.7500	0.6551	0.0000	0.0000	0.0000	0.0000	0.0000
71.7100	0.0000	0.0000	1.7500	0.6566	0.0000	0.0000	0.0000	0.0000	0.0000
71.7200	0.0000	0.0000	1.7500	0.6581	0.0000	0.0000	0.0000	0.0000	0.0000
71.7300	0.0000	0.0000	1.7500	0.6596	0.0000	0.0000	0.0000	0.0000	0.0000
71.7400	0.0000	0.0000	1.7500	0.6611	0.0000	0.0000	0.0000	0.0000	0.0000
71.7500	0.0000	0.0000	1.7500	0.6626	0.0000	0.0000	0.0000	0.0000	0.0000
71.7600	0.0000	0.0000	1.7500	0.6641	0.0000	0.0000	0.0000	0.0000	0.0000
71.7700	0.0000	0.0000	1.7500	0.6656	0.0000	0.0000	0.0000	0.0000	0.0000
71.7800	0.0000	0.0000	1.7500	0.6671	0.0000	0.0000	0.0000	0.0000	0.0000
71.7900	0.0000	0.0000	1.7500	0.6686	0.0000	0.0000	0.0000	0.0000	0.0000
71.8000	0.0000	0.0000	1.7500	0.6701	0.0000	0.0000	0.0000	0.0000	0.0000
71.8100	0.0000	0.0000	1.7500	0.6716	0.0000	0.0000	0.0000	0.0000	0.0000
71.8200	0.0000	0.0000	1.7500	0.6731	0.0000	0.0000	0.0000	0.0000	0.0000
71.8300	0.0000	0.0000	1.7500	0.6746	0.0000	0.0000	0.0000	0.0000	0.0000
71.8400	0.0000	0.0000	1.7500	0.6761	0.0000	0.0000	0.0000	0.0000	0.0000
71.8500	0.0000	0.0000	1.7500	0.6776	0.0000	0.0000	0.0000	0.0000	0.0000
71.8600	0.0000	0.0000	1.7500	0.6791	0.0000	0.0000	0.0000	0.0000	0.0000
71.8700	0.0000	0.0000	1.7500	0.6806	0.0000	0.0000	0.0000	0.0000	0.0000
71.8800	0.0000	0.0000	1.7500	0.6821	0.0000	0.0000	0.0000	0.0000	0.0000
71.8900	0.0000	0.0000	1.7500	0.6836	0.0000	0.0000	0.0000	0.0000	0.0000
71.9000	0.0000	0.0000	1.7500	0.6851	0.0000	0.0000	0.0000	0.0000	0.0000
71.9100	0.0000	0.0000	1.7500	0.6866	0.0000	0.0000	0.0000	0.0000	0.0000
71.9200	0.0000	0.0000	1.7500	0.6881	0.0000	0.0000	0.0000	0.0000	0.0000
71.9300	0.0000	0.0000	1.7500	0.6896	0.0000	0.0000	0.0000	0.0000	0.0000
71.9400	0.0000	0.0000	1.7500	0.6911	0.0000	0.0000	0.0000	0.0000	0.0000
71.9500	0.0000	0.0000	1.7500	0.6926	0.0000	0.0000	0.0000	0.0000	0.0000
71.9600	0.0000	0.0000	1.7500	0.6941	0.0000	0.0000	0.0000	0.0000	0.0000
71.9700	0.0000	0.0000	1.7500	0.6956	0.0000	0.0000	0.0000	0.0000	0.0000
71.9800	0.0000	0.0000	1.7500	0.6971	0.0000	0.0000	0.0000	0.0000	0.0000
71.9900	0.0000	0.0000	1.7500	0.6986	0.0000	0.0000	0.0000	0.0000	0.0000
72.0000	0.0000	0.0000	1.7500	0.7001	0.0000	0.0000	0.0000	0.0000	0.0000
72.0100	0.0000	0.0000	1.7500	0.7016	0.0000	0.0000	0.0000	0.0000	0.0000
72.0200	0.0000	0.0000	1.7500	0.7031	0.0000	0.0000	0.0000	0.0000	0.0000
72.0300	0.0000	0.0000	1.7500	0.7046	0.0000	0.0000	0.0000	0.0000	0.0000
72.0400	0.0000	0.0000	1.7500	0.7061	0.0000	0.0000	0.0000	0.0000	0.0000
72.0500	0.0000	0.0000	1.7500	0.7076	0.0000	0.0000	0.0000	0.0000	0.0000
72.0600	0.0000	0.0000	1.7500	0.7091	0.0000	0.0000	0.0000	0.0000	0.0000
72.0700	0.0000	0.0000	1.7500	0.7106	0.0000	0.0000	0.0000	0.0000	0.0000
72.0800	0.0000	0.0000	1.7500	0.7121	0.0000	0.0000	0.0000	0.0000	0.0000
72.0900	0.0000	0.0000	1.7500	0.7136	0.0000	0.0000	0.0000	0.0000	0.0000
72.1000	0.0000	0.0000	1.7500	0.7151	0.0000	0.0000	0.0000	0.0000	0.0000
72.1100	0.0000	0.0000	1.7500	0.7166	0.0000	0.0000	0.0000	0.0000	0.0000
72.1200	0.0000	0.0000	1.7500	0.7181	0.0000	0.0000	0.0000	0.0000	0.0000
72.1300	0.0000	0.0000	1.7500	0.7196	0.0000	0.0000	0.0000	0.0000	0.0000
72.1400	0.0000	0.0000	1.7500	0.7211	0.0000	0.0000	0.0000	0.0000	0.0000
72.1500	0.0000	0.0000	1.7500	0.7226	0.0000	0.0000	0.0000	0.0000	0.0000
72.1600	0.0000	0.0000	1.7500	0.7241	0.0000	0.0000	0.0000	0.0000	0.0000
72.1700	0.0000	0.0000	1.7500	0.7256	0.0000	0.0000	0.0000	0.0000	0.0000
72.1800	0.0000	0.0000	1.7500	0.7271	0.0000	0.0000	0.0000	0.0000	0.0000
72.1900	0.0000	0.0000	1.7500	0.7286	0.0000	0.0000	0.0000	0.0000	0.0000
72.2000	0.0000	0.0000	1.7500	0.7301	0.0000	0.0000	0.0000	0.0000	0.0000
72.2100	0.0000	0.0000	1.7500	0.7316	0.0000	0.0000	0.0000	0.0000	0.0000
72.2200	0.0000	0.0000	1.7500	0.7331	0.0000	0.0000	0.0000	0.0000	0.0000
72.2300	0.0000	0.0000	1.7500	0.7346	0.0000	0.0000	0.0000	0.0000	0.0000
72.2400	0.0000	0.0000	1.7500	0.7361	0.0000	0.0000	0.0000	0.0000	0.0000
72.2500	0.0000	0.0000	1.7500	0.7376	0.0000	0.0000	0.0000	0.0000	0.0000
72.2600	0.0000	0.0000	1.7500	0.7391	0.0000	0.0000	0.0000	0.0000	0.0000
72.2700	0.0000	0.0000	1.7500	0.7406	0.0000	0.0000	0.0000	0.0000	0.0000
72.2800	0.0000	0.0000	1.7500	0.7421	0.0000	0.0000	0.0000	0.0000	0.0000
72.2900	0.0000	0.0000	1.7500	0.7436	0.0000	0.0000	0.0000	0.0000	0.0000
72.3000	0.0000	0.0000	1.7500	0.7451	0.0000	0.0000	0.0000	0.0000	0.0000
72.3100	0.0000	0.0000	1.7500	0.7466	0.0000	0.0000	0.0000	0.0000	0.0000
72.3200	0.0000	0.0000	1.7500	0.7481	0.0000	0.0000	0.0000	0.0000	0.0000
72.3300	0.0000	0.0000	1.7500	0.7496	0.0000	0.0000	0.0000	0.0000	0.0000
72.3400	0.0000	0.0000	1.7500	0.7511	0.0000	0.0000	0.0000	0.0000	0.0000
72.3500	0.0000	0.0000	1.7500	0.7526	0.0000	0.0000	0.0000	0.0000	0.0000
72.3600	0.0000	0.0000	1.7500	0.7541	0.0000	0.0000	0.0000	0.0000	0.0000
72.3700	0.0000	0.0000	1.7500	0.7556	0.0000	0.0000	0.0000	0.0000	0.0000
72.3800	0.0000	0.0000	1.7500	0.7571	0.0000	0.0000	0.0000	0.0000	0.0000
72.3900	0.0000	0.0000	1.7500	0.7586	0.0000	0.0000	0.0000	0.0000	0.0000
72.4000	0.0000	0.0000	1.7500	0.7601	0.0000	0.0000	0.0000	0.0000	0.0000
72.4100	0.0000	0.0000	1.7500	0.7616	0.0000	0.0000	0.0000	0.0000	0.0000
72.4200	0.0000	0.0000	1.7500	0.7631	0.0000	0.0000	0.0000	0.0000	0.0000
72.4300	0.0000	0.0000	1.7500	0.7646	0.0000	0.0000	0.0000	0.0000	0.0000
72.4400	0.0000	0.0000	1.7500	0.7661	0.0000	0.0000	0.0000	0.0000	0.0000
72.4500	0.0000	0.0000	1.7500	0.7676	0.0000	0.0000	0.0000	0.0000	0.0000
72.4600	0.0000	0.0000	1.7500	0.7691	0.0000	0.0000	0.0000	0.0000	0.0000
72.4700	0.0000	0.0000	1.7500	0.7706	0.0000	0.0000	0.0000	0.0000	0.0000
72.4800	0.0000	0.0000	1.7500	0.7721	0.0000	0.0000	0.0000	0.0000	0.0000
72.4900	0.0000	0.0000	1.7500	0.7736	0.0000	0.0000	0.0000	0.0000	0.0000
72.5000	0.0000	0.0000	1.7500	0.7751	0.0000	0.0000	0.0000	0.0000	0.0000
72.5100	0.0000	0.0000	1.7500	0.7766	0.0000	0.0000	0.0000	0.0000	0.0000
72.5200	0.0000	0.0000	1.7500	0.7781	0.0000	0.0000	0.0000	0.0000	0.0000
72.5300	0.0000	0.0000	1.7500	0.7796	0.0000	0.0000	0.0000	0.0000	0.0000
72.5400	0.0000	0.0000	1.7500	0.7811	0.0000	0.0000	0.0000	0.0000	0.0000
72.5500	0.0000	0.0000	1.7500	0.7826	0.0000	0.0000	0.0000	0.0000	0.0000
72.5600	0.0000	0.0000	1.7500	0.7841	0.0000	0.0000	0.0000	0.0000	0.0000
72.5700	0.0000	0.0000	1.7500	0.7856	0.0000	0.0000	0.0000	0.0000	0.0000
72.5800	0.0000	0.0000	1.7500	0.7871	0.0000	0.0000	0.0000	0.0000	0.0000
72.5900	0.0000	0.0000	1.7500	0.7886	0.0000	0.0000	0.0000	0.0000	0.0000
72.6000	0.0000	0.0000	1.7500	0.7901	0.0000	0.0000	0.0000	0.0000	0.0000
72.6100	0.0000	0.0000	1.7500	0.7916	0.0000	0.0000	0.0000	0.0000	0.0000
72.6200	0.0000	0.0000	1.7500	0.7931	0.0000	0.0000	0.0000	0.0000	0.0000
72.6300	0.0000	0.0000	1.7500	0.7946	0.0000	0.0000	0.0000	0.0000	0.0000
72.6400	0.0000	0.0000	1.7500	0.7961	0.0000	0.0000	0.0000	0.0000	0.0000
72.6500	0.0000	0.0000	1.7500	0.7976	0.0000	0.0000	0.0000	0.0000	0.0000
72.6600	0.0000	0.0000	1.7500	0.7991	0.0000	0.0000	0.0000	0.0000	0.0000
72.6700	0.0000	0.0000	1.7500	0.8006	0.0000	0.0000	0.0000	0.0000	0.0000
72.6800	0.0000	0.0000	1.7500	0.8021	0.0000	0.0000	0.0000	0.0000	0.0000
72.6900	0.0000	0.0000	1.7500	0.8036	0.0000	0.0000	0.0000	0.0000	0.0000
72.7000	0.0000	0.0000	1.7500	0.8051	0.0000	0.0000	0.0000	0.0000	0.0000
72.7100	0.0000	0.0000	1.7500	0.8066	0.0000	0.0000	0.0000	0.0000	0.0000
72.7200	0.0000	0.0000	1.7500	0.8081	0.0000	0.0000	0.0000	0.0000	0.0000
72.7300	0.0000	0.0000	1.7500	0.8096	0.0000	0.0000	0.0000	0.0000	0.0000
72.7400	0.0000	0.0000	1.7500	0.8111	0.0000	0.0000	0.0000	0.0000	0.0000
72.7500	0.0000	0.0000	1.7500	0.8126	0.0000	0.0000	0.0000	0.0000	0.0000
72.7600	0.0000	0.0000	1.7500	0.8141	0.0000	0.0000	0.0000	0.0000	0.0000
72.7700	0.0000	0.0000	1.7500	0.8156	0.0000	0.0000	0.0000	0.0000	0.0000
72.7800	0.0000	0.0000	1.7500	0.8171	0.0000	0.0000	0.0000	0.0000	0.0000
72.7900	0.0000	0.0000	1.7500	0.8186	0.0000	0.0000	0.0000	0.0000	0.0000
72.8000	0.0000	0.0000	1.7500	0.8201	0.0000	0.0000	0.0000	0.0000	0.0000
72.8100	0.0000	0.0000	1.7500	0.8216	0.0000	0.0000	0.0000	0.0000	0.0000
72.8200	0.0000	0.0000	1.7500	0.8231	0.0000	0.0000	0.0000	0.0000	0.0000
72.8300	0.0000	0.0000	1.7500	0.8246	0.0000	0.0000	0.0000	0.0000	0.0000
72.8400	0.0000	0.0000	1.7500	0.8261	0.0000	0.0000	0.0000	0.0000	0.0000
72.8500	0.0000	0.0000	1.7500	0.8276	0.0000	0.0000	0.0000	0.0000	0.0000
72.8600	0.0000	0.0000	1.7500	0.8291	0.0000	0.0000	0.0000	0.0000	0.0000
72.8700	0.0000	0.0000	1.7500	0.8306	0.0000	0.0000	0.0000	0.0000	0.0000
72.8800	0.0000	0.0000	1.7500	0.8321	0.0000	0.0000	0.0000	0.0000	0.0000
72.8900	0.0000	0.0000	1.7500	0.8336	0.0000	0.0000	0.0000	0.0000	0.0000
72.9000	0.0000	0.0000	1.7500	0.8351	0.0000	0.0000	0.0000	0.0000	0.0000
72.9100	0.0000	0.0000	1.7500	0.8366	0.0000	0.0000	0.0000	0.0000	0.0000
72.9200	0.0000	0.0000	1.7500	0.8381	0.0000	0.0000	0.0000	0.0000	0.0000
72.9300	0.0000	0.0000	1.7500	0.8396	0.0000	0.0000	0.0000	0.0000	0.0000
72.9400	0.0000	0.0000	1.7500	0.8411	0.0000	0.0000	0.0000	0.0000	0.0000
72.9500	0.0000	0.0000	1.7500	0.8426	0.0000	0.0000	0.0000	0.0000	0.0000
72.9600	0.0000	0.0000	1.7500	0.8441	0.0000	0.0000	0.0000	0.0000	0.0000
72.9700	0.0000	0.0000	1.7500	0.8456	0.0000	0.0000	0.0000	0.0000	0.0000
72.9800	0.0000	0.0000	1.7500	0.8471	0.0000	0.0000	0.0000	0.0000	0.0000
72.9900	0.0000	0.0000	1.7500	0.8486	0.0000	0.0000	0.0000	0.0000	0.0000
73.0000	0.0000	0.0000	1.7500	0.8501	0.0000	0.0000	0.0000	0.0000	0.0000
73.0100	0.0000	0.0000	1.7500	0.8516	0.0000	0.0000	0.0000	0.0000	0.0000
73.0200	0.0000	0.0000	1.7500	0.8531	0.0000	0.0000	0.0000	0.0000	0.0000
73.0300	0.0000	0.0000	1.7500	0.8546	0.0000	0.0000	0.0000	0.0000	0.0000
73.0400	0.0000	0.0000	1.7500	0.8561	0.0000	0.0000	0.0000	0.0000	0.0000
73.0500	0.0000	0.0000	1.7500	0.8576	0.0000	0.0000	0.0000	0.0000	0.0000
73.0600	0.0000	0.0000	1.7500	0.8591	0.0000	0.0000	0.0000	0.0000	0.0000
73.0700	0.0000	0.0000	1.7500	0.8606	0.0000	0.0000	0.0000	0.0000	0.0000
73.0800	0.0000	0.0000	1.7500	0.8621	0.0000	0.0000	0.0000	0.0000	0.0000
73.0900	0.0000	0.0000	1.7500	0.8636	0.0000	0.0000	0.0000	0.0000	0.0000
73.1000	0.0000	0.0000	1.7500	0.8651	0.0000	0.0000	0.0000	0.0000	0.0000
73.1100	0.0000	0.0000	1.7500	0.8666	0.0000	0.0000	0.0000	0.0000	0.0000
73.1200	0.0000	0.0000	1.7500	0.8681	0.0000	0.0000	0.0000	0.0000	0.0000
73.1300	0.0000	0.0000	1.7500	0.8696	0.0000	0.0000	0.0000	0.0000	0.0000
73.1400	0.0000	0.0000	1.7500	0.8711	0.0000	0.0000	0.0000	0.0000	0.0000
73.1500	0.0000	0.0000	1.7500	0.8726	0.0000	0.0000	0.0000	0.0000	0.0000
73.1600	0.0000	0.0000	1.7500	0.8741	0.0000	0.0000	0.0000	0.0000	0.0000
73.1700	0.0000	0.0000	1.7506	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.1800	0.0000	0.0000	1.7521	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.1900	0.0000	0.0000	1.7536	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.2000	0.0000	0.0000	1.7551	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.2100	0.0000	0.0000	1.7566	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.2200	0.0000	0.0000	1.7581	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.2300	0.0000	0.0000	1.7596	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.2400	0.0000	0.0000	1.7611	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.2500	0.0000	0.0000	1.7626	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.2600	0.0000	0.0000	1.7641	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.2700	0.0000	0.0000	1.7656	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.2800	0.0000	0.0000	1.7671	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.2900	0.0000	0.0000	1.7686	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.3000	0.0000	0.0000	1.7701	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.3100	0.0000	0.0000	1.7716	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.3200	0.0000	0.0000	1.7731	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.3300	0.0000	0.0000	1.7746	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.3400	0.0000	0.0000	1.7761	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.3500	0.0000	0.0000	1.7776	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.3600	0.0000	0.0000	1.7791	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.3700	0.0000	0.0000	1.7806	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.3800	0.0000	0.0000	1.7821	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.3900	0.0000	0.0000	1.7836	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.4000	0.0000	0.0000	1.7851	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.4100	0.0000	0.0000	1.7866	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.4200	0.0000	0.0000	1.7881	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.4300	0.0000	0.0000	1.7896	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.4400	0.0000	0.0000	1.7911	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.4500	0.0000	0.0000	1.7926	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.4600	0.0000	0.0000	1.7941	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.4700	0.0000	0.0000	1.7956	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.4800	0.0000	0.0000	1.7971	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.4900	0.0000	0.0000	1.7986	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.5000	0.0000	0.0000	1.8001	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.5100	0.0000	0.0000	1.8016	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.5200	0.0000	0.0000	1.8031	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.5300	0.0000	0.0000	1.8046	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.5400	0.0000	0.0000	1.8061	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.5500	0.0000	0.0000	1.8076	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.5600	0.0000	0.0000	1.8091	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.5700	0.0000	0.0000	1.8106	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.5800	0.0000	0.0000	1.8121	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.5900	0.0000	0.0000	1.8136	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.6000	0.0000	0.0000	1.8151	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.6100	0.0000	0.0000	1.8166	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.6200	0.0000	0.0000	1.8181	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.6300	0.0000	0.0000	1.8196	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.6400	0.0000	0.0000	1.8211	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.6500	0.0000	0.0000	1.8226	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.6600	0.0000	0.0000	1.8241	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.6700	0.0000	0.0000	1.8256	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.6800	0.0000	0.0000	1.8271	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.6900	0.0000	0.0000	1.8286	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.7000	0.0000	0.0000	1.8301	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.7100	0.0000	0.0000	1.8316	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.7200	0.0000	0.0000	1.8331	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.7300	0.0000	0.0000	1.8346	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.7400	0.0000	0.0000	1.8361	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.7500	0.0000	0.0000	1.8376	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.7600	0.0000	0.0000	1.8391	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.7700	0.0000	0.0000	1.8406	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.7800	0.0000	0.0000	1.8421	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.7900	0.0000	0.0000	1.8436	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.8000	0.0000	0.0000	1.8451	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.8100	0.0000	0.0000	1.8466	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.8200	0.0000	0.0000	1.8481	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.8300	0.0000	0.0000	1.8496	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.8400	0.0000	0.0000	1.8511	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.8500	0.0000	0.0000	1.8526	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.8600	0.0000	0.0000	1.8541	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.8700	0.0000	0.0000	1.8556	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.8800	0.0000	0.0000	1.8571	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.8900	0.0000	0.0000	1.8586	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.9000	0.0000	0.0000	1.8601	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.9100	0.0000	0.0000	1.8616	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.9200	0.0000	0.0000	1.8631	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.9300	0.0000	0.0000	1.8646	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.9400	0.0000	0.0000	1.8661	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.9500	0.0000	0.0000	1.8676	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.9600	0.0000	0.0000	1.8691	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.9700	0.0000	0.0000	1.8706	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.9800	0.0000	0.0000	1.8721	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
73.9900	0.0000	0.0000	1.8736	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
74.0000	0.0000	0.0000	1.8751	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
74.0100	0.0000	0.0000	1.8766	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
74.0200	0.0000	0.0000	1.8781	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
74.0300	0.0000	0.0000	1.8796	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
74.0400	0.0000	0.0000	1.8811	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
74.0500	0.0000	0.0000	1.8826	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
74.0600	0.0000	0.0000	1.8841	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
74.0700	0.0000	0.0000	1.8856	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
74.0800	0.0000	0.0000	1.8871	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
74.0900	0.0000	0.0000	1.8886	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
