T (s)	Lin	Ang	X	Y	yaw	dx	dy	v	wz
15.7500	0.0000	0.0000	-1.3875	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.7600	0.0000	0.0000	-1.3860	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.7700	0.0000	0.0000	-1.3845	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.7800	0.0000	0.0000	-1.3830	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.7900	0.0000	0.0000	-1.3815	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.8000	0.0000	0.0000	-1.3800	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.8100	0.0000	0.0000	-1.3785	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.8200	0.0000	0.0000	-1.3770	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.8300	0.0000	0.0000	-1.3755	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.8400	0.0000	0.0000	-1.3740	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.8500	0.0000	0.0000	-1.3725	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.8600	0.0000	0.0000	-1.3710	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.8700	0.0000	0.0000	-1.3695	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.8800	0.0000	0.0000	-1.3680	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.8900	0.0000	0.0000	-1.3665	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.9000	0.0000	0.0000	-1.3650	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.9100	0.0000	0.0000	-1.3635	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.9200	0.0000	0.0000	-1.3620	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.9300	0.0000	0.0000	-1.3605	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.9400	0.0000	0.0000	-1.3590	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.9500	0.0000	0.0000	-1.3575	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.9600	0.0000	0.0000	-1.3560	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.9700	0.0000	0.0000	-1.3545	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.9800	0.0000	0.0000	-1.3530	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
15.9900	0.0000	0.0000	-1.3515	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.0000	0.0000	0.0000	-1.3500	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.0100	0.0000	0.0000	-1.3485	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.0200	0.0000	0.0000	-1.3470	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.0300	0.0000	0.0000	-1.3455	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.0400	0.0000	0.0000	-1.3440	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.0500	0.0000	0.0000	-1.3425	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.0600	0.0000	0.0000	-1.3410	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.0700	0.0000	0.0000	-1.3395	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.0800	0.0000	0.0000	-1.3380	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.0900	0.0000	0.0000	-1.3365	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.1000	0.0000	0.0000	-1.3350	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.1100	0.0000	0.0000	-1.3335	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.1200	0.0000	0.0000	-1.3320	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.1300	0.0000	0.0000	-1.3305	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.1400	0.0000	0.0000	-1.3290	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.1500	0.0000	0.0000	-1.3275	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.1600	0.0000	0.0000	-1.3260	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.1700	0.0000	0.0000	-1.3245	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.1800	0.0000	0.0000	-1.3230	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.1900	0.0000	0.0000	-1.3215	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.2000	0.0000	0.0000	-1.3200	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.2100	0.0000	0.0000	-1.3185	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.2200	0.0000	0.0000	-1.3170	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.2300	0.0000	0.0000	-1.3155	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.2400	0.0000	0.0000	-1.3140	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.2500	0.0000	0.0000	-1.3125	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.2600	0.0000	0.0000	-1.3110	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.2700	0.0000	0.0000	-1.3095	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.2800	0.0000	0.0000	-1.3080	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.2900	0.0000	0.0000	-1.3065	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.3000	0.0000	0.0000	-1.3050	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.3100	0.0000	0.0000	-1.3035	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.3200	0.0000	0.0000	-1.3020	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.3300	0.0000	0.0000	-1.3005	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.3400	0.0000	0.0000	-1.2990	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.3500	0.0000	0.0000	-1.2975	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.3600	0.0000	0.0000	-1.2960	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.3700	0.0000	0.0000	-1.2945	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.3800	0.0000	0.0000	-1.2930	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.3900	0.0000	0.0000	-1.2915	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.4000	0.0000	0.0000	-1.2900	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.4100	0.0000	0.0000	-1.2885	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.4200	0.0000	0.0000	-1.2870	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.4300	0.0000	0.0000	-1.2855	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.4400	0.0000	0.0000	-1.2840	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.4500	0.0000	0.0000	-1.2825	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.4600	0.0000	0.0000	-1.2810	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.4700	0.0000	0.0000	-1.2795	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.4800	0.0000	0.0000	-1.2780	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.4900	0.0000	0.0000	-1.2765	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.5000	0.0000	0.0000	-1.2750	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.5100	0.0000	0.0000	-1.2735	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.5200	0.0000	0.0000	-1.2720	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.5300	0.0000	0.0000	-1.2705	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.5400	0.0000	0.0000	-1.2690	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.5500	0.0000	0.0000	-1.2675	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.5600	0.0000	0.0000	-1.2660	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.5700	0.0000	0.0000	-1.2645	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.5800	0.0000	0.0000	-1.2630	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.5900	0.0000	0.0000	-1.2615	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.6000	0.0000	0.0000	-1.2600	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.6100	0.0000	0.0000	-1.2585	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.6200	0.0000	0.0000	-1.2570	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.6300	0.0000	0.0000	-1.2555	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.6400	0.0000	0.0000	-1.2540	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.6500	0.0000	0.0000	-1.2525	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.6600	0.0000	0.0000	-1.2510	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.6700	0.0000	0.0000	-1.2495	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.6800	0.0000	0.0000	-1.2480	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.6900	0.0000	0.0000	-1.2465	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.7000	0.0000	0.0000	-1.2450	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.7100	0.0000	0.0000	-1.2435	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.7200	0.0000	0.0000	-1.2420	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.7300	0.0000	0.0000	-1.2405	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.7400	0.0000	0.0000	-1.2390	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.7500	0.0000	0.0000	-1.2375	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.7600	0.0000	0.0000	-1.2360	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.7700	0.0000	0.0000	-1.2345	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.7800	0.0000	0.0000	-1.2330	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.7900	0.0000	0.0000	-1.2315	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.8000	0.0000	0.0000	-1.2300	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.8100	0.0000	0.0000	-1.2285	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.8200	0.0000	0.0000	-1.2270	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.8300	0.0000	0.0000	-1.2255	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.8400	0.0000	0.0000	-1.2240	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.8500	0.0000	0.0000	-1.2225	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.8600	0.0000	0.0000	-1.2210	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.8700	0.0000	0.0000	-1.2195	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.8800	0.0000	0.0000	-1.2180	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.8900	0.0000	0.0000	-1.2165	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.9000	0.0000	0.0000	-1.2150	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.9100	0.0000	0.0000	-1.2135	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.9200	0.0000	0.0000	-1.2120	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.9300	0.0000	0.0000	-1.2105	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.9400	0.0000	0.0000	-1.2090	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.9500	0.0000	0.0000	-1.2075	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.9600	0.0000	0.0000	-1.2060	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.9700	0.0000	0.0000	-1.2045	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.9800	0.0000	0.0000	-1.2030	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
16.9900	0.0000	0.0000	-1.2015	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.0000	0.0000	0.0000	-1.2000	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.0100	0.0000	0.0000	-1.1985	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.0200	0.0000	0.0000	-1.1970	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.0300	0.0000	0.0000	-1.1955	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.0400	0.0000	0.0000	-1.1940	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.0500	0.0000	0.0000	-1.1925	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.0600	0.0000	0.0000	-1.1910	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.0700	0.0000	0.0000	-1.1895	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.0800	0.0000	0.0000	-1.1880	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.0900	0.0000	0.0000	-1.1865	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.1000	0.0000	0.0000	-1.1850	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.1100	0.0000	0.0000	-1.1835	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.1200	0.0000	0.0000	-1.1820	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.1300	0.0000	0.0000	-1.1805	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.1400	0.0000	0.0000	-1.1790	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.1500	0.0000	0.0000	-1.1775	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.1600	0.0000	0.0000	-1.1760	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.1700	0.0000	0.0000	-1.1745	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.1800	0.0000	0.0000	-1.1730	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.1900	0.0000	0.0000	-1.1715	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.2000	0.0000	0.0000	-1.1700	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.2100	0.0000	0.0000	-1.1685	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.2200	0.0000	0.0000	-1.1670	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.2300	0.0000	0.0000	-1.1655	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.2400	0.0000	0.0000	-1.1640	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.2500	0.0000	0.0000	-1.1625	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.2600	0.0000	0.0000	-1.1610	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.2700	0.0000	0.0000	-1.1595	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.2800	0.0000	0.0000	-1.1580	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.2900	0.0000	0.0000	-1.1565	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.3000	0.0000	0.0000	-1.1550	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.3100	0.0000	0.0000	-1.1535	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.3200	0.0000	0.0000	-1.1520	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.3300	0.0000	0.0000	-1.1505	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.3400	0.0000	0.0000	-1.1490	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.3500	0.0000	0.0000	-1.1475	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.3600	0.0000	0.0000	-1.1460	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.3700	0.0000	0.0000	-1.1445	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.3800	0.0000	0.0000	-1.1430	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.3900	0.0000	0.0000	-1.1415	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.4000	0.0000	0.0000	-1.1400	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.4100	0.0000	0.0000	-1.1385	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.4200	0.0000	0.0000	-1.1370	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.4300	0.0000	0.0000	-1.1355	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.4400	0.0000	0.0000	-1.1340	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.4500	0.0000	0.0000	-1.1325	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.4600	0.0000	0.0000	-1.1310	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.4700	0.0000	0.0000	-1.1295	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.4800	0.0000	0.0000	-1.1280	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.4900	0.0000	0.0000	-1.1265	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.5000	0.0000	0.0000	-1.1250	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.5100	0.0000	0.0000	-1.1235	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.5200	0.0000	0.0000	-1.1220	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.5300	0.0000	0.0000	-1.1205	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.5400	0.0000	0.0000	-1.1190	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.5500	0.0000	0.0000	-1.1175	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.5600	0.0000	0.0000	-1.1160	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.5700	0.0000	0.0000	-1.1145	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.5800	0.0000	0.0000	-1.1130	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.5900	0.0000	0.0000	-1.1115	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.6000	0.0000	0.0000	-1.1100	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.6100	0.0000	0.0000	-1.1085	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.6200	0.0000	0.0000	-1.1070	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.6300	0.0000	0.0000	-1.1055	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.6400	0.0000	0.0000	-1.1040	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.6500	0.0000	0.0000	-1.1025	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.6600	0.0000	0.0000	-1.1010	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.6700	0.0000	0.0000	-1.0995	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.6800	0.0000	0.0000	-1.0980	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.6900	0.0000	0.0000	-1.0965	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.7000	0.0000	0.0000	-1.0950	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.7100	0.0000	0.0000	-1.0935	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.7200	0.0000	0.0000	-1.0920	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.7300	0.0000	0.0000	-1.0905	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.7400	0.0000	0.0000	-1.0890	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.7500	0.0000	0.0000	-1.0875	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.7600	0.0000	0.0000	-1.0860	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.7700	0.0000	0.0000	-1.0845	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.7800	0.0000	0.0000	-1.0830	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.7900	0.0000	0.0000	-1.0815	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.8000	0.0000	0.0000	-1.0800	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.8100	0.0000	0.0000	-1.0785	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.8200	0.0000	0.0000	-1.0770	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.8300	0.0000	0.0000	-1.0755	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.8400	0.0000	0.0000	-1.0740	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.8500	0.0000	0.0000	-1.0725	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.8600	0.0000	0.0000	-1.0710	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.8700	0.0000	0.0000	-1.0695	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.8800	0.0000	0.0000	-1.0680	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.8900	0.0000	0.0000	-1.0665	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.9000	0.0000	0.0000	-1.0650	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.9100	0.0000	0.0000	-1.0635	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.9200	0.0000	0.0000	-1.0620	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.9300	0.0000	0.0000	-1.0605	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.9400	0.0000	0.0000	-1.0590	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.9500	0.0000	0.0000	-1.0575	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.9600	0.0000	0.0000	-1.0560	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.9700	0.0000	0.0000	-1.0545	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.9800	0.0000	0.0000	-1.0530	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
17.9900	0.0000	0.0000	-1.0515	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.0000	0.0000	0.0000	-1.0500	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.0100	0.0000	0.0000	-1.0485	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.0200	0.0000	0.0000	-1.0470	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.0300	0.0000	0.0000	-1.0455	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.0400	0.0000	0.0000	-1.0440	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.0500	0.0000	0.0000	-1.0425	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.0600	0.0000	0.0000	-1.0410	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.0700	0.0000	0.0000	-1.0395	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.0800	0.0000	0.0000	-1.0380	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.0900	0.0000	0.0000	-1.0365	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.1000	0.0000	0.0000	-1.0350	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.1100	0.0000	0.0000	-1.0335	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.1200	0.0000	0.0000	-1.0320	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.1300	0.0000	0.0000	-1.0305	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.1400	0.0000	0.0000	-1.0290	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.1500	0.0000	0.0000	-1.0275	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.1600	0.0000	0.0000	-1.0260	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.1700	0.0000	0.0000	-1.0245	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.1800	0.0000	0.0000	-1.0230	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.1900	0.0000	0.0000	-1.0215	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.2000	0.0000	0.0000	-1.0200	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.2100	0.0000	0.0000	-1.0185	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.2200	0.0000	0.0000	-1.0170	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.2300	0.0000	0.0000	-1.0155	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.2400	0.0000	0.0000	-1.0140	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.2500	0.0000	0.0000	-1.0125	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.2600	0.0000	0.0000	-1.0110	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.2700	0.0000	0.0000	-1.0095	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.2800	0.0000	0.0000	-1.0080	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.2900	0.0000	0.0000	-1.0065	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.3000	0.0000	0.0000	-1.0050	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.3100	0.0000	0.0000	-1.0035	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.3200	0.0000	0.0000	-1.0020	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.3300	0.0000	0.0000	-1.0005	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.3400	0.0000	0.0000	-0.9990	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.3500	0.0000	0.0000	-0.9975	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.3600	0.0000	0.0000	-0.9960	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.3700	0.0000	0.0000	-0.9945	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.3800	0.0000	0.0000	-0.9930	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.3900	0.0000	0.0000	-0.9915	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.4000	0.0000	0.0000	-0.9900	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.4100	0.0000	0.0000	-0.9885	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.4200	0.0000	0.0000	-0.9870	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.4300	0.0000	0.0000	-0.9855	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.4400	0.0000	0.0000	-0.9840	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.4500	0.0000	0.0000	-0.9825	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.4600	0.0000	0.0000	-0.9810	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
18.4700	0.0000	0.0000	-0.9795	0.8750	0.0000	0.0000	0.0000	0.0000	0.0000
